Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
1635,70707,476,107,10982,995,1256,1451,418.06,167.68,37,73.11,47.17,95,11,423.61,378.26,156,18,BENIGN
20785,64607,463,169,2342,9770,201,1265,837.99,377.93,31,91.02,13.07,96,3,254.24,464.66,171,346,BENIGN
28752,79626,57,223,741,2147,956,796,713.78,72.05,23,69.77,23.93,78,38,877.71,342.94,894,483,BENIGN
19275,63408,116,379,11707,13616,147,76,45.28,277.1,27,29.14,20.31,43,30,314.05,371.28,234,417,MALICIOUS
10939,56774,433,488,11452,13031,373,815,1266.47,269.61,32,20.31,17.18,44,23,90.95,232.46,445,199,BENIGN
17984,93216,98,126,11149,6912,1238,688,472.42,154.68,24,53.95,25.93,93,2,147.52,320.54,400,260,BENIGN
22306,87585,481,170,2465,11089,779,396,136.03,73.99,21,62.85,31.29,74,41,144.58,277.94,747,232,BENIGN
43106,79084,281,158,9459,7939,203,1301,893.93,412.81,25,81.31,24.81,36,42,583.1,37.93,459,81,BENIGN
20202,90397,495,158,9730,11686,719,118,426.58,230.8,38,0.93,46.88,56,14,807.04,208.74,11,450,BENIGN
7450,80,214,469,4981,14734,1492,630,394.59,147.15,20,67.27,24.47,41,41,496.04,350.87,780,336,BENIGN
3388,47803,451,342,13470,2231,1391,602,1384.7,398.97,35,66.26,19.81,79,43,73.42,33.64,943,438,BENIGN
56596,79867,179,233,1781,7938,1388,1336,393.71,161.29,25,21.55,25.89,83,26,980.4,41.71,125,394,BENIGN
7441,56894,184,412,8559,13975,578,844,543.45,404.98,36,69.04,30.85,58,49,361.78,255.8,686,225,BENIGN
32364,21062,482,442,1088,10359,624,439,1318.33,80.93,28,38.98,22.29,98,8,603.24,224.99,965,17,BENIGN
17325,39086,32,358,10439,7239,979,66,962.93,0.9,20,15.5,38.82,54,43,25.46,201.51,538,269,BENIGN
36764,14632,71,21,9626,6918,231,1484,947.07,146.42,23,72.76,49.2,1,12,469.61,176.62,753,394,BENIGN
49493,17888,394,319,3296,3306,507,1240,788.4,189.15,27,12.78,33.08,77,31,140.67,171.24,157,256,MALICIOUS
50996,83043,67,467,9226,2380,836,75,42.44,24.0,39,80.8,16.33,82,39,529.85,134.81,288,39,BENIGN
35963,6251,308,438,13136,12759,1312,1063,1170.43,17.7,33,80.44,14.18,7,31,248.1,48.16,416,483,BENIGN
21290,19663,206,325,9122,6646,669,1410,1230.28,257.71,26,98.32,39.28,89,21,925.48,110.9,101,432,BENIGN
54929,71563,414,420,8830,7340,1143,377,1129.46,421.52,21,1.9,15.88,65,42,758.81,435.19,281,88,BENIGN
43050,90799,119,290,2526,11871,1229,1113,621.55,428.13,23,44.39,48.96,13,19,137.68,59.34,208,450,MALICIOUS
18569,77606,380,371,1201,12105,1073,1405,1009.61,54.51,20,73.38,34.66,12,13,332.09,363.35,312,291,MALICIOUS
17012,26481,245,343,1038,911,400,1152,963.57,315.96,25,49.92,1.88,86,4,692.41,263.83,611,241,BENIGN
3168,32921,159,89,14431,3514,83,302,427.49,445.47,35,68.54,11.4,64,38,246.68,394.43,160,446,BENIGN
61658,54090,112,180,7017,7419,1242,396,539.58,401.17,39,41.2,13.76,46,29,525.99,30.5,662,166,MALICIOUS
24500,17541,243,198,12906,6302,827,841,290.69,387.76,38,97.74,10.14,38,7,544.53,245.16,855,309,MALICIOUS
24422,83548,65,276,5269,9731,1194,398,409.09,466.63,24,46.52,41.08,93,36,361.32,375.47,541,85,BENIGN
43265,5592,349,340,11132,1332,1189,471,944.9,240.51,27,98.65,41.28,93,31,496.58,65.84,157,248,BENIGN
8420,69129,240,25,7342,3455,1004,1049,215.41,491.72,26,71.64,7.42,39,0,791.25,388.64,87,379,MALICIOUS
36380,76955,177,419,1780,10649,1300,1169,1058.43,410.08,38,68.73,43.19,69,9,127.65,328.12,764,344,BENIGN
15985,16249,410,104,6714,13243,724,384,299.49,393.77,37,90.98,15.74,81,31,696.91,204.99,267,236,BENIGN
41418,67231,424,319,14255,11897,1332,449,263.59,14.05,31,96.29,0.85,87,22,357.38,435.05,915,223,BENIGN
42345,19450,457,285,3427,6154,1298,718,1112.02,36.6,32,83.08,9.92,76,25,517.27,225.62,47,7,BENIGN
2267,54420,315,64,1636,9534,965,1120,155.56,468.18,32,8.47,12.68,72,10,479.94,74.52,378,265,BENIGN
30879,84851,123,185,7358,2495,614,1448,889.28,212.05,23,9.33,46.23,56,49,879.36,107.6,568,298,MALICIOUS
7963,17705,321,392,0,4388,1179,784,476.82,323.83,33,46.38,28.83,22,41,929.09,340.49,341,73,BENIGN
57748,2850,146,99,4515,14788,918,371,82.99,458.94,24,73.2,24.35,39,38,140.93,40.45,787,489,MALICIOUS
10032,52216,233,26,10877,9724,412,120,1185.8,71.07,20,11.76,21.14,14,35,503.03,386.08,276,278,BENIGN
6330,11145,323,59,1517,2099,1489,59,156.55,332.56,37,12.11,29.83,99,22,620.48,394.41,377,368,BENIGN
17217,5930,104,386,6882,12405,10,763,504.71,487.12,25,42.59,17.59,49,47,112.49,280.63,380,174,BENIGN
36932,79002,371,224,8844,9232,608,1311,1032.41,392.06,20,74.08,24.86,68,46,856.93,497.17,706,88,BENIGN
35533,26734,142,31,11435,8427,555,350,59.58,287.49,30,67.45,44.34,43,48,179.68,439.46,519,451,MALICIOUS
57274,37487,149,239,11168,13976,718,336,760.5,297.41,34,19.26,30.39,94,8,905.32,371.67,875,283,BENIGN
31634,79758,384,302,3756,3723,1383,342,398.33,259.22,28,87.54,15.13,41,42,945.16,498.98,804,146,BENIGN
64262,16086,465,17,1474,8585,1196,1494,1324.05,10.75,21,99.96,6.57,1,15,735.5,110.33,238,78,BENIGN
6117,39950,164,362,1124,575,766,896,847.22,313.88,33,68.4,31.68,13,19,106.86,300.53,648,179,BENIGN
46632,71320,471,226,13341,3039,530,359,331.69,480.42,27,25.43,45.24,79,36,987.09,373.92,2,37,BENIGN
44916,65504,283,369,4768,13821,641,781,146.32,312.11,36,93.31,12.52,85,44,987.47,164.28,136,339,BENIGN
30268,53007,492,121,13479,6079,580,348,1388.15,360.18,39,0.81,21.01,72,11,778.85,468.09,73,63,MALICIOUS
62239,76203,123,280,5640,5176,368,1297,260.45,185.79,38,28.75,22.9,49,27,331.58,348.95,521,134,BENIGN
35484,33855,139,408,7281,6754,691,207,387.06,205.1,35,28.19,37.12,96,33,568.64,258.21,533,146,BENIGN
42267,53313,118,3,555,777,1148,138,13.68,418.77,32,58.32,34.66,91,17,113.0,288.18,685,339,BENIGN
4897,83612,258,97,12900,10979,203,204,910.62,316.13,30,86.32,47.75,0,18,338.18,473.56,140,489,BENIGN
9171,61298,54,380,5365,4765,93,869,330.69,365.22,39,20.35,35.41,82,9,928.27,486.43,303,24,BENIGN
26430,14625,265,333,3105,12082,559,388,569.13,486.51,20,35.78,12.57,13,30,512.24,24.37,153,399,MALICIOUS
11612,43085,119,215,5730,2750,211,184,607.09,387.73,33,49.75,30.02,38,2,802.7,402.47,221,34,BENIGN
33176,94964,452,157,6557,6521,392,1459,433.0,101.74,38,18.19,9.34,88,41,136.29,447.85,77,357,BENIGN
3461,29517,170,393,1656,4392,1336,888,1305.15,173.77,26,46.91,33.86,63,35,837.41,107.34,499,82,BENIGN
11214,16559,492,225,8919,6158,565,1215,1180.21,435.54,21,39.3,6.82,78,34,110.39,183.87,638,220,BENIGN
1963,94240,385,352,8880,5387,104,277,1303.27,327.88,34,80.7,6.32,93,39,988.15,395.41,714,63,BENIGN
22070,10907,434,315,4102,5834,708,1289,447.15,108.64,34,7.68,40.54,69,13,606.39,13.94,275,399,MALICIOUS
34239,51835,62,419,3432,7413,207,1135,795.64,196.86,37,86.91,25.81,12,6,976.33,403.67,167,249,BENIGN
30006,12045,150,336,8130,9882,1285,1325,904.32,482.31,34,12.44,12.26,83,5,804.02,457.25,811,293,BENIGN
43320,23462,108,216,9277,3192,555,807,1499.32,276.27,26,7.44,44.64,2,23,107.78,82.31,305,189,MALICIOUS
21226,20737,220,382,13992,2226,285,713,1392.08,302.01,38,12.67,3.24,47,3,543.76,254.42,240,137,BENIGN
13862,62473,377,249,11774,4685,648,461,711.09,335.95,33,77.17,45.52,91,42,34.63,18.71,896,89,BENIGN
4873,53917,149,359,13314,10427,1437,1483,1214.28,4.49,25,20.68,14.79,24,0,609.16,476.5,8,132,MALICIOUS
4277,21100,375,262,10362,279,1382,302,1431.48,461.11,30,10.61,22.37,6,9,126.16,261.25,82,13,BENIGN
44271,1656,244,205,9506,3568,254,495,1169.72,118.62,25,21.32,8.13,65,16,978.8,19.86,465,355,BENIGN
15750,81840,32,499,13788,1588,947,1496,591.88,25.75,32,9.86,46.43,33,12,162.06,258.23,267,123,BENIGN
12312,77940,238,233,11138,11931,1091,434,360.37,449.05,37,29.54,8.47,74,18,230.42,218.7,356,445,BENIGN
53847,30503,251,5,2369,12968,220,147,568.97,74.76,38,35.91,43.74,17,12,40.79,480.86,528,488,BENIGN
11457,9471,382,242,14260,2757,1212,227,233.15,65.09,32,22.08,47.6,56,26,254.76,201.03,544,490,MALICIOUS
64276,13113,7,213,6804,3926,32,365,315.93,434.39,33,2.02,47.7,1,5,840.47,130.71,104,86,BENIGN
25094,74965,377,65,1527,5989,1433,530,1391.0,190.99,30,44.83,27.64,29,20,959.17,479.31,80,182,BENIGN
26186,71850,293,258,10899,1429,582,1218,713.22,435.47,24,85.57,17.92,50,30,832.78,385.11,874,167,BENIGN
35405,34449,184,186,6980,1147,481,169,1244.21,427.32,39,77.24,27.94,24,42,916.93,368.77,243,385,BENIGN
11793,18600,68,121,5751,2949,364,732,962.27,43.55,37,55.95,36.45,21,11,282.94,498.95,510,446,BENIGN
47624,29167,52,418,14106,682,7,1363,89.65,230.3,26,35.94,36.78,54,41,107.39,274.28,836,345,BENIGN
34357,15791,481,184,1846,4303,176,1340,465.54,343.59,27,98.71,41.04,51,37,875.74,230.62,830,97,MALICIOUS
49537,75782,247,409,8207,9889,110,666,177.91,142.81,27,45.92,42.18,37,35,422.98,425.15,925,466,BENIGN
53894,29441,183,430,10259,3432,863,1475,407.87,290.04,28,63.98,11.17,67,36,736.14,16.47,240,218,BENIGN
61459,29546,298,366,7657,11968,1010,620,918.9,412.68,37,13.39,33.72,77,34,657.33,223.32,512,121,MALICIOUS
61307,73442,283,398,6898,6861,1062,484,406.33,305.83,36,72.92,23.74,93,16,104.36,351.54,696,455,BENIGN
12149,36249,68,454,10428,11779,534,1327,262.64,448.84,39,4.95,14.46,53,5,669.47,353.56,270,390,BENIGN
35983,82864,351,213,1835,6567,143,560,978.29,334.28,25,71.1,14.28,68,40,624.33,72.9,222,66,BENIGN
6237,44744,52,265,12736,3741,309,919,1495.52,287.29,20,76.16,48.6,75,28,490.36,424.77,712,71,BENIGN
29622,5705,461,112,91,12083,552,1459,215.15,303.69,20,78.65,1.51,68,21,802.36,379.23,275,180,BENIGN
19586,99325,43,99,9200,10154,1172,131,337.68,390.08,31,28.55,30.33,67,9,129.04,156.95,429,21,BENIGN
31792,32215,348,208,622,5312,309,902,151.64,280.84,20,58.1,33.9,60,37,615.21,153.43,634,320,MALICIOUS
36996,79415,45,81,3923,14672,1152,388,584.86,171.09,31,79.37,2.43,45,19,988.91,349.0,426,11,BENIGN
24675,92609,49,470,10377,5358,964,1181,576.65,285.05,33,51.01,15.02,76,21,669.43,434.91,651,27,BENIGN
54857,97649,24,90,13791,9765,741,487,344.26,432.69,23,73.43,45.63,24,20,480.64,5.21,349,496,BENIGN
49284,94691,153,145,8698,13692,1043,706,459.87,41.56,27,76.8,10.24,17,11,310.83,142.59,851,210,BENIGN
5366,78646,426,289,12296,5128,886,1076,954.18,55.05,26,78.41,8.37,17,11,46.39,17.33,324,495,MALICIOUS
26586,9927,338,489,2497,10659,1391,830,890.85,252.37,27,85.97,32.02,69,13,74.56,483.62,892,469,BENIGN
65250,55950,77,183,9492,2262,31,1267,1200.25,120.2,28,47.93,40.85,62,46,12.86,132.89,246,422,BENIGN
18546,41926,457,37,10531,3430,350,467,1170.16,373.24,31,89.87,12.71,93,38,872.83,250.69,250,56,MALICIOUS
6931,60586,10,107,1642,7922,505,113,335.19,371.5,31,96.41,42.08,39,6,571.54,419.8,964,26,BENIGN
11197,44366,73,82,8758,1262,651,1107,850.96,12.35,33,89.4,21.85,74,32,466.13,153.08,134,239,BENIGN
45797,94294,99,151,14513,4512,17,938,443.44,414.08,36,23.3,17.57,97,43,470.63,406.9,105,343,BENIGN
24940,10609,393,495,3493,2348,171,296,606.71,481.07,25,20.4,32.66,93,28,475.4,124.61,10,372,MALICIOUS
49495,42317,29,14,12330,12690,1448,1379,926.9,109.57,30,3.52,42.1,70,0,682.72,457.09,162,78,BENIGN
33751,66821,386,294,659,5777,401,136,1415.94,337.98,34,49.88,20.77,39,19,45.63,93.51,860,31,BENIGN
25255,2837,323,3,13602,14547,362,369,1160.81,403.69,24,67.43,23.62,68,11,905.5,182.6,518,278,MALICIOUS
24666,54689,252,90,12292,13303,501,71,510.34,208.9,29,4.0,4.89,83,23,926.87,286.14,404,332,BENIGN
34677,21854,186,115,233,3811,446,607,159.63,43.27,26,49.28,25.46,71,38,358.28,101.58,567,368,BENIGN
31484,60336,438,103,1361,764,553,534,703.73,376.91,28,35.26,6.81,40,42,991.49,14.6,704,106,BENIGN
49889,80911,69,146,12694,3321,45,382,209.35,409.92,33,26.64,45.16,30,41,564.08,140.3,510,204,MALICIOUS
63921,25379,94,37,12380,11501,551,1185,580.72,315.2,25,44.25,1.01,75,14,93.15,452.14,470,272,BENIGN
49251,28759,350,401,3764,6758,324,707,1437.39,267.66,23,23.46,41.03,26,9,830.07,81.04,287,31,BENIGN
14215,53999,41,299,13300,3494,905,1338,108.62,54.42,30,31.52,4.45,29,29,847.11,49.52,248,110,BENIGN
47036,32946,43,272,5641,428,949,1348,1381.82,480.1,32,57.91,38.0,36,15,196.37,32.93,740,419,BENIGN
48811,38459,401,13,4371,6712,283,1303,360.98,352.06,25,69.9,39.15,25,44,185.54,85.24,507,451,BENIGN
38729,84293,59,480,14993,10792,520,929,61.65,446.18,21,72.25,16.22,32,20,465.71,163.97,81,261,BENIGN
27608,45204,368,486,3759,8208,885,573,706.49,427.36,22,95.28,38.12,54,49,609.21,11.28,274,315,MALICIOUS
60404,14962,385,423,11546,3458,737,21,89.41,35.18,34,34.53,25.57,10,40,239.24,391.55,989,415,MALICIOUS
28641,71473,181,443,7492,4625,1390,872,325.27,407.07,30,29.23,42.73,74,19,87.21,490.32,634,137,BENIGN
15640,15874,40,478,13903,5944,1288,1249,1061.48,250.18,34,88.3,38.04,43,0,103.78,282.79,886,392,BENIGN
13101,99441,299,104,11057,12959,820,478,1250.86,280.39,38,4.31,38.5,88,20,350.24,446.91,289,162,BENIGN
7735,36573,218,227,3774,1385,225,874,1261.19,371.33,32,35.94,34.23,19,13,14.3,1.27,431,291,BENIGN
37456,87026,414,178,1912,14010,707,1283,205.12,135.24,24,60.14,20.7,58,31,344.73,495.15,361,453,MALICIOUS
36518,6597,242,405,7457,11665,480,367,208.9,229.87,39,96.83,46.13,61,32,318.19,9.05,562,122,BENIGN
22038,62276,356,442,5905,8123,163,114,1313.56,393.51,37,17.1,36.25,0,2,915.93,338.1,465,52,BENIGN
10773,16898,211,23,6375,7111,1431,1447,1002.35,204.4,32,88.62,46.62,12,35,930.19,495.99,558,400,BENIGN
16944,61278,189,429,13913,12464,990,114,1077.24,477.65,23,88.76,19.72,84,20,658.07,60.01,291,237,BENIGN
19032,74066,31,156,5193,9078,853,198,390.08,223.77,23,77.41,0.82,91,22,798.31,423.22,315,140,BENIGN
26356,62723,279,464,8136,14593,367,203,895.69,428.29,22,71.25,26.26,36,10,780.31,288.88,980,241,BENIGN
49114,3922,166,486,681,5853,483,1386,1474.48,441.78,33,96.76,13.31,17,46,241.76,409.24,947,146,BENIGN
62239,61125,48,215,13760,1406,143,402,327.12,278.62,28,48.21,30.42,62,37,333.02,186.39,649,296,BENIGN
34255,33535,279,119,7624,11903,887,688,458.24,117.81,37,80.29,41.62,88,15,123.92,36.11,539,266,BENIGN
42588,73511,109,291,3572,5667,1245,202,530.09,426.1,24,17.74,41.16,23,0,736.47,181.19,348,302,BENIGN
62927,2467,224,183,3504,4085,1393,113,1097.51,77.78,34,78.65,42.54,78,42,540.89,219.01,502,385,BENIGN
27258,60338,150,220,5419,8509,82,1126,282.16,477.22,30,83.56,38.32,26,12,790.68,154.66,716,268,MALICIOUS
10610,10119,322,395,1990,12247,239,788,272.33,301.78,25,77.82,39.63,19,38,768.34,470.82,721,356,BENIGN
54185,5341,374,6,12205,7820,1171,377,271.61,272.83,36,25.49,34.69,6,36,228.9,38.3,497,306,MALICIOUS
44056,8926,11,220,3532,4169,145,431,381.36,17.81,24,35.88,13.75,33,9,411.0,12.28,619,78,BENIGN
43983,85260,192,365,3858,14488,1479,1330,304.86,9.33,32,19.77,10.17,10,6,98.46,214.8,720,65,MALICIOUS
35458,25113,95,300,14976,1061,298,92,1000.52,363.06,21,81.81,39.55,90,19,817.32,155.66,892,460,BENIGN
43661,77081,374,384,12970,12158,110,414,1329.31,192.82,31,32.12,26.7,51,9,325.68,395.18,760,345,BENIGN
60913,27947,65,40,4980,10265,283,69,1238.31,190.43,38,22.89,37.72,83,30,761.37,119.14,495,166,BENIGN
56826,4766,6,149,11239,12486,195,931,602.0,145.73,28,49.08,9.17,96,28,832.98,85.26,502,484,MALICIOUS
54914,91392,243,356,6616,895,573,521,524.04,477.91,28,2.67,46.59,34,8,904.49,62.78,234,83,MALICIOUS
62527,58328,81,236,13082,5240,1389,313,1025.65,334.95,38,74.19,14.21,10,41,209.48,326.65,424,159,BENIGN
62267,2846,377,382,9228,8711,70,494,1399.02,219.14,26,55.62,37.62,27,15,983.75,472.59,754,110,BENIGN
17662,4795,71,23,6871,7238,923,1241,809.07,45.23,37,1.36,45.59,26,20,423.7,174.28,68,51,BENIGN
43134,70891,318,234,13090,8541,1,1137,1286.03,145.83,34,14.92,4.63,92,25,506.67,261.23,922,342,BENIGN
61154,15020,329,216,6659,5365,1003,1199,83.01,389.59,31,96.92,32.7,82,39,776.48,362.35,431,427,BENIGN
64886,766,37,252,7520,1037,1148,353,575.97,66.1,20,76.25,49.03,53,9,898.85,184.29,180,492,BENIGN
62245,10485,237,348,9144,4887,666,641,1073.86,357.75,24,91.8,11.92,46,7,637.66,321.23,219,220,BENIGN
35718,10577,46,316,3988,8217,888,93,137.13,133.1,21,41.24,31.58,38,33,797.98,332.76,102,2,BENIGN
12438,15573,392,476,2613,4752,1004,473,610.46,60.16,31,66.79,32.97,16,39,645.31,226.9,143,453,BENIGN
51031,76730,293,209,5697,13228,1210,926,1013.86,75.16,21,20.46,18.23,18,10,839.9,181.76,716,140,BENIGN
45629,14097,159,383,5492,6271,711,752,256.75,91.14,28,92.25,41.08,43,20,824.94,213.35,325,409,BENIGN
29647,62750,419,174,9047,14792,865,469,10.26,298.35,31,94.74,39.35,90,12,582.51,157.88,769,250,BENIGN
14631,12755,336,52,4055,10765,801,740,988.59,282.2,22,31.71,19.46,0,37,365.51,408.01,975,189,BENIGN
42378,49429,195,10,8257,14755,618,1035,240.87,494.78,31,28.68,40.25,27,9,882.2,191.8,597,380,BENIGN
55926,91655,423,170,5137,5901,478,837,69.64,93.59,26,90.4,19.55,84,45,831.25,36.34,707,40,BENIGN
60705,91019,44,282,5285,6454,1349,778,121.72,246.22,22,59.75,44.87,22,8,703.91,270.66,948,240,BENIGN
20270,58702,138,498,2695,540,1365,482,872.62,102.13,20,17.76,5.25,34,38,99.11,242.73,998,488,BENIGN
13594,58638,97,394,10260,2135,723,1022,568.78,151.16,35,81.13,41.5,6,47,845.41,69.84,285,150,BENIGN
18953,5151,420,223,2784,4520,786,184,761.61,236.55,28,55.54,26.84,80,21,664.24,164.94,896,43,BENIGN
34792,29737,156,459,7285,4697,172,885,563.8,92.3,30,4.09,20.2,4,23,14.37,234.47,959,389,BENIGN
27226,58019,89,125,5072,14529,1182,482,1016.63,120.55,35,89.68,40.5,40,3,269.93,15.63,202,346,MALICIOUS
59840,53606,406,169,6181,14287,8,901,793.2,378.97,27,34.04,27.01,12,10,684.14,152.64,792,205,BENIGN
14350,19317,318,208,1095,440,1292,402,1167.48,499.16,27,77.78,11.34,21,22,936.79,461.74,496,45,BENIGN
64604,29859,161,483,11458,13633,934,854,1023.93,237.98,31,96.14,42.77,73,23,528.52,333.81,217,117,BENIGN
59186,49221,221,413,14550,5973,298,224,504.54,280.0,21,37.5,33.77,0,5,572.65,384.37,738,251,MALICIOUS
59891,25425,223,7,14990,11871,1305,193,407.75,341.0,21,60.48,18.42,43,13,473.26,272.95,972,418,BENIGN
64532,45479,273,74,1839,13143,463,1421,1013.81,428.24,21,71.76,47.04,44,42,339.21,344.03,121,124,BENIGN
17414,91115,168,311,3409,2844,687,1488,395.65,312.42,29,26.75,18.96,38,12,936.83,458.92,55,435,BENIGN
6859,97830,334,145,5654,266,1290,274,616.55,469.84,31,57.51,43.87,13,4,582.1,295.18,904,344,MALICIOUS
41804,29165,409,361,2544,11467,1151,1444,1231.17,248.55,27,18.64,8.12,2,14,611.16,463.71,144,473,MALICIOUS
18706,11481,310,109,10096,5302,574,94,1216.52,92.21,30,49.41,37.11,79,36,843.21,445.45,216,461,MALICIOUS
47850,57304,151,94,11921,316,617,1091,377.88,411.15,26,67.89,14.74,36,14,429.31,237.97,445,89,BENIGN
3796,71114,243,213,4442,11276,982,595,1171.29,456.82,38,69.51,45.68,94,16,35.57,111.83,630,336,BENIGN
27411,92377,354,246,12036,5804,149,31,1353.62,438.83,31,99.88,35.09,60,10,928.6,306.0,160,255,MALICIOUS
8370,93813,95,394,10035,12163,85,1124,619.69,115.04,32,80.05,25.98,99,47,875.72,486.27,649,239,BENIGN
24644,39012,389,310,7419,3453,1009,1182,512.29,73.33,24,45.17,40.08,46,27,494.24,186.47,926,129,BENIGN
33602,59383,132,407,11716,7219,390,642,1459.18,421.22,28,60.56,25.04,39,7,759.12,291.81,197,380,BENIGN
64088,86885,41,15,14252,9581,1038,127,500.81,185.78,31,23.57,2.15,71,47,196.57,478.33,865,149,MALICIOUS
46162,58992,274,242,1345,3667,723,1115,68.3,297.88,36,19.21,5.42,92,22,793.99,403.39,336,383,BENIGN
4825,53404,197,10,7554,12330,818,253,365.38,284.31,28,39.36,11.05,62,36,242.03,17.63,847,194,BENIGN
44419,31014,241,267,5612,7033,1166,276,357.89,187.36,27,82.78,36.69,46,9,720.6,170.6,658,150,BENIGN
18414,80594,223,14,12952,5006,295,308,925.49,260.44,30,8.81,35.26,34,36,55.94,188.08,456,231,MALICIOUS
15352,19243,90,407,74,10641,1080,1188,371.79,495.07,20,7.6,37.47,12,10,753.62,73.26,72,284,MALICIOUS
41955,40582,403,110,9045,7259,856,848,1450.92,215.13,38,13.96,13.05,24,21,111.12,493.78,127,199,MALICIOUS
7560,48489,293,191,2822,11283,625,1355,1430.7,254.06,30,95.38,27.9,17,17,205.63,12.06,52,25,BENIGN
26861,31113,84,252,6732,11244,1078,1418,1079.71,471.32,23,11.75,14.59,77,49,15.0,1.86,458,394,BENIGN
58174,86762,288,489,7923,10753,114,682,1417.01,120.66,22,35.11,28.48,41,8,392.95,458.44,399,409,BENIGN
47955,24673,413,451,11929,6131,671,43,574.56,66.82,24,38.16,25.88,8,42,221.09,195.63,432,450,BENIGN
53313,64550,231,175,7949,3024,15,753,419.9,477.43,34,44.88,36.72,10,16,195.02,256.05,276,31,BENIGN
48974,51621,44,279,1367,13671,1258,1281,1401.18,128.66,20,19.08,45.96,5,4,586.44,120.88,34,432,BENIGN
49912,60347,372,131,408,12845,1092,1341,331.14,120.71,26,5.36,49.89,2,31,932.35,100.42,187,493,BENIGN
58285,74642,24,87,4228,9909,33,746,1294.23,387.76,25,86.19,3.22,25,26,603.83,84.02,450,463,BENIGN
64344,20284,222,454,6719,9168,813,207,1148.56,4.87,33,61.33,10.75,6,43,423.31,478.93,375,265,MALICIOUS
63861,99285,136,0,13368,5816,333,1281,29.36,229.02,20,71.81,17.06,13,23,298.95,118.6,523,350,BENIGN
19464,27793,281,295,6251,6328,1378,637,31.24,364.35,39,65.84,28.2,79,27,29.46,82.33,238,454,BENIGN
60983,68328,486,235,9244,12017,215,833,892.22,381.16,35,44.75,40.04,11,24,199.16,444.63,466,150,BENIGN
7396,54498,454,212,9965,5040,816,1087,129.28,167.94,25,59.1,25.64,61,16,686.85,142.4,812,265,BENIGN
17559,22806,362,298,870,9390,354,1053,1350.08,144.08,35,71.43,35.11,25,25,515.1,39.15,116,15,BENIGN
12173,55766,432,37,1316,2800,1150,728,841.57,412.9,33,12.14,35.97,8,45,365.9,291.85,121,129,BENIGN
17277,74395,305,108,10091,5857,799,1000,794.54,171.26,23,66.2,11.37,40,11,731.93,441.59,25,192,MALICIOUS
12903,40951,427,157,10304,7119,959,704,1369.71,396.09,36,16.5,48.34,38,30,548.61,455.72,210,101,BENIGN
39868,93868,241,139,8446,7252,726,609,387.48,297.74,36,27.99,43.26,71,44,960.69,293.89,243,273,BENIGN
24973,8828,441,245,5380,9086,511,626,305.6,421.44,35,83.0,22.16,93,21,376.34,268.82,447,229,BENIGN
3789,22469,32,303,10819,7066,416,436,403.43,21.52,24,29.59,38.17,83,47,855.69,16.04,849,351,BENIGN
59800,99835,146,151,10439,6559,373,728,1406.26,232.78,38,85.07,39.48,66,48,124.1,269.75,892,334,MALICIOUS
44148,6639,40,389,10498,6896,551,831,327.24,323.67,32,53.15,14.77,72,38,363.17,310.67,908,378,BENIGN
14895,82281,409,99,9009,5117,679,879,366.66,296.86,25,33.43,12.63,93,22,51.19,46.46,494,468,BENIGN
16510,96819,212,165,4654,1752,1115,1457,886.27,325.46,20,51.23,16.38,28,6,940.01,338.5,76,87,MALICIOUS
40674,84698,460,21,11882,14046,1068,1422,1046.82,391.84,20,5.0,40.19,77,37,57.46,473.43,880,274,BENIGN
58805,20236,111,319,8544,7880,39,673,641.05,163.46,35,96.29,0.2,68,40,831.44,180.15,589,386,BENIGN
5962,57354,137,56,13769,1870,605,413,1091.73,18.58,31,14.95,19.81,97,23,720.84,299.96,720,182,BENIGN
20501,11367,253,47,2761,12172,223,679,35.99,83.57,28,63.37,41.27,89,31,491.34,137.57,294,277,BENIGN
12254,21873,190,481,11934,5756,761,282,1052.07,42.69,27,84.55,11.13,22,41,215.23,397.0,678,373,BENIGN
52053,21485,462,459,8560,1045,575,751,647.7,300.98,38,18.72,5.72,40,6,641.67,189.23,93,104,MALICIOUS
45566,67867,281,7,13045,3924,1021,430,1191.33,307.63,20,9.78,25.02,38,13,770.02,103.37,840,326,BENIGN
50912,27384,483,196,13485,7582,328,1077,545.84,432.75,28,93.2,22.4,66,33,327.28,62.79,506,74,BENIGN
35898,58894,454,25,13104,13788,166,30,759.2,43.95,27,40.64,44.22,60,14,973.97,302.86,223,203,BENIGN
24059,28931,272,294,3929,3366,549,927,58.45,254.97,37,72.07,6.63,20,46,138.66,166.42,298,473,BENIGN
29710,9666,49,185,9452,4584,1378,1207,609.96,191.49,22,38.42,31.15,0,4,5.55,222.37,511,428,BENIGN
26075,9514,163,206,3476,10137,1423,982,827.66,152.44,25,34.32,13.51,51,13,741.7,49.59,299,174,MALICIOUS
62862,91966,30,4,8949,14239,685,1359,392.69,416.83,37,53.09,1.97,90,20,248.88,263.03,296,27,BENIGN
